id,title,tier,study_country_single,publication_year,Tunisia,Algeria,Morocco,Libya,Egypt,quote_grounded,verified,Tunisia_named,Algeria_named,Morocco_named,Libya_named,Egypt_named,n_countries,any_country
https://openalex.org/W4386046441,Behavioral adjustments of endangered Barbary macaques (<i>Macaca sylvanus</i>) living at the edge of an agricultural landscape in Morocco,A_named_country_corroborated,Morocco,2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2796022831,"Race, then and now: 1918 revisited",C_asserted_no_evidence,multiple North African,2018,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2018069372,Effect of type of bait on pelagic longline fishery–loggerhead turtle interactions in the Gulf of Gabes (Tunisia),A_named_country_corroborated,Tunisia,2010,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W1757226906,Annual survival probabilities of juvenile loggerhead sea turtles indicate high anthropogenic impact on Mediterranean populations,B_regional_corroborated,multiple North African,2014,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2981509526,"A stranding record of the short‐beaked common dolphin (<scp><i>Delphinus delphis</i></scp>) in Algerian West Coast, during 2008–2012",A_named_country_corroborated,Algeria,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W2991073745,"Effects of fishing practice changes on pelagic shark longline captures in the Gulf of Gabes, Tunisia",B_regional_corroborated,multiple North African,2019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W3133867487,The conservation of the endangered Mediterranean common dolphin (<scp><i>Delphinus delphis</i></scp>): Current knowledge and research priorities,C_asserted_no_evidence,multiple North African,2021,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W3215690827,"Strongly structured populations and reproductive habitat fragmentation increase the vulnerability of the Mediterranean starry ray<scp><i>Raja asterias</i></scp>(Elasmobranchii, Rajidae)",C_asserted_no_evidence,multiple North African,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4390771181,Identifying the foraging grounds of the new loggerhead turtle nesters in the western Mediterranean,B_regional_corroborated,multiple North African,2024,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W7167666335,"Assessing the Vulnerability and the Stock Status of the Bluntnose Sixgill Shark, <scp> <i>Hexanchus griseus</i> </scp> , in North‐Eastern Tunisia (Central Mediterranean) Using Data‐Limited Models",A_named_country_corroborated,Tunisia,2026,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2908415939,"History of Ecological Sciences, Part 61C: Marine Biogeography, 1690s–1940s",C_asserted_no_evidence,multiple North African,2019,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2969873458,Population ecology and the management of whale watching operations on a data‐deficient dolphin population,A_named_country_corroborated,Egypt,2019,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4412190053,"Out of Sight, out of Mind? Evidence of Human‐Induced Threats in the Elusive <scp> <i>Ziphius cavirostris</i> </scp> of the Mediterranean Sea",B_regional_corroborated,multiple North African,2025,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4413922878,"Nile Crocodiles in Lake Nasser, Egypt, Are Found Close to Fishermen's Camps, Indicating Potential Conflicts",A_named_country_corroborated,Egypt,2025,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4416097950,Fishing shapes cetacean population density patterns in the Mediterranean basin,C_asserted_no_evidence,multiple North African,2025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W7154999849,Animals and Tourism,C_asserted_no_evidence,multiple North African,2026,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2193249342,"The Conflict Between Pteropodid Bats and Fruit Growers: Species, Legislation and Mitigation",C_asserted_no_evidence,multiple North African,2015,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2899931711,Communicating for conservation: circumventing conflict with communities over domestic dog ownership in north Morocco,A_named_country_corroborated,Morocco,2018,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W4220771849,Human pressures constrain Eurasian otter occurrence in semiarid Northern Africa,B_regional_corroborated,multiple North African,2022,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2562670914,Biosocial Conservation: Integrating Biological and Ethnographic Methods to Study Human–Primate Interactions,B_regional_corroborated,multiple North African,2016,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2943305201,Interpreting People’s Behavior Toward Primates Using Qualitative Data: a Case Study from North Morocco,A_named_country_corroborated,Morocco,2019,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W3185015889,Decolonizing Primate Conservation Practice: A Case Study from North Morocco,B_regional_corroborated,multiple North African,2021,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W4321435198,When non-target wildlife species and alien species both affect negatively to an artisanal fishery: the case of trammel net in the Alboran Sea,C_asserted_no_evidence,multiple North African,2023,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4400337172,"Conservation and management of chondrichthyans in the Mediterranean Sea: gaps, overlaps, inconsistencies, and the way forward",C_asserted_no_evidence,multiple North African,2024,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4409958323,Socio-economic impacts and responses of the fishing industry and fishery managers to changes in small pelagic fish distribution and abundance,C_asserted_no_evidence,multiple North African,2025,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W2132561879,The Links Between Resource Dependency and Attitude of Commercial Fishers to Coral Reef Conservation in the Red Sea,B_regional_corroborated,multiple North African,2010,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4402397723,Raising the awareness of fishing professionals about the conservation of species caught incidentally in the Moroccan Mediterranean Sea,B_regional_corroborated,multiple North African,2024,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2185312405,Seismic surveys and marine turtles: An underestimated global threat?,C_asserted_no_evidence,multiple North African,2015,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
https://openalex.org/W4393971019,Tracking data highlight the importance of human-induced mortality for large migratory birds at a flyway scale,C_asserted_no_evidence,multiple North African,2024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W4408273783,Sustainability and avian biodiversity tensions in wastewater management in arid zones,A_named_country_corroborated,Egypt,2025,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4412419680,A 25-year longitudinal assessment of Macaca sylvanus population dynamics and forest decline in Morocco's Middle Atlas,A_named_country_corroborated,Morocco,2025,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,TRUE
https://openalex.org/W4414163724,Marine biotoxins in Mediterranean seafood: Environmental occurrence and food safety concerns,C_asserted_no_evidence,multiple North African,2025,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5,TRUE
https://openalex.org/W3203855821,"First record of Pteroplatytrygon violacea (Bonaparte, 1832) with annotation of cartilaginous fishes by-catch by gill nets (Egyptian Mediterranean)",B_regional_corroborated,multiple North African,2021,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W4283067969,Assessing the use of marine protected areas by loggerhead sea turtles (Caretta caretta) tracked from the western Mediterranean,B_regional_corroborated,multiple North African,2022,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,TRUE
https://openalex.org/W4312158089,"Disclosing the determinants, drivers and predictors of bird depredation on date palm (Phoenix dactylifera L.) production",C_asserted_no_evidence,multiple North African,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W3162789037,Cultural heritage and environmental ethical values in governance models: Conflicts between recreational fisheries and other maritime activities in Mediterranean marine protected areas,C_asserted_no_evidence,multiple North African,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W4413915988,"Elasmobranch fisheries in Tunisia: Characterization, fishermen’s insights and conservation options",A_named_country_corroborated,Tunisia,2025,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
https://openalex.org/W3175439491,Disentangling drivers of power line use by vultures: Potential to reduce electrocutions,B_regional_corroborated,multiple North African,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
https://openalex.org/W4388510764,African Buffalo and Colonial Cattle: Is ‘Systems Change’ the Best Future for Farming and Nature in Africa?,C_asserted_no_evidence,multiple North African,2023,TRUE,TRUE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE
https://openalex.org/W2022452219,"Interactions of loggerhead turtle with bottom longline fishery in the Gulf of Gabès, Tunisia",B_regional_corroborated,multiple North African,2011,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2157223050,Elasmobranchs longline fisheries in the Gulf of Gabès (southern Tunisia),A_named_country_corroborated,Tunisia,2013,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2105633026,Sea turtle bycatch and consumption in Egypt threatens Mediterranean turtle populations,A_named_country_corroborated,Egypt,2011,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W3108367984,"The northern bald ibis <i>Geronticus eremita</i>: history, current status and future perspectives",B_regional_corroborated,multiple North African,2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
https://openalex.org/W2105413109,Contribution of research to conservation action for the Northern Bald Ibis <i>Geronticus eremita</i> in Morocco,B_regional_corroborated,multiple North African,2008,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
https://openalex.org/W2290921243,"Hunting of migratory birds in North Sinai, Egypt",A_named_country_corroborated,Egypt,2015,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
https://openalex.org/W2289557866,Preliminary assessment of the scope and scale of illegal killing and taking of birds in the Mediterranean,B_regional_corroborated,multiple North African,2016,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE
